Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
10466,Entry long,2025-05-26 20:40,Long,3337.765,3.48,11615.4222,1.55,0.01,2.11,0.02,-1.81,-0.02,1646.47,16.46
10467,Exit long,2025-05-26 20:47,Exit,3338.095,3.48,11616.6228,-0.09,0.00,0.3,0.00,-1.74,-0.01,1646.38,16.46
10467,Entry long,2025-05-26 20:46,Long,3338.11,3.48,11616.6228,-0.09,0.00,0.3,0.00,-1.74,-0.01,1646.38,16.46
10468,Exit long,2025-05-26 21:00,Exit,3339.035,3.48,11617.806,2,0.02,2.77,0.02,-3.06,-0.03,1648.39,16.48
10468,Entry long,2025-05-26 20:56,Long,3338.45,3.48,11617.806,2,0.02,2.77,0.02,-3.06,-0.03,1648.39,16.48
10469,Exit long,2025-05-26 21:02,Exit,3338.88,3.48,11617.7886,1.48,0.01,3.1,0.03,-0.14,0.00,1649.86,16.50
10469,Entry long,2025-05-26 21:01,Long,3338.445,3.48,11617.7886,1.48,0.01,3.1,0.03,-0.14,0.00,1649.86,16.50
10470,Exit long,2025-05-26 21:09,Exit,3338.665,3.48,11618.2062,0.31,0.00,1.17,0.01,-2,-0.02,1650.18,16.50
10470,Entry long,2025-05-26 21:06,Long,3338.565,3.48,11618.2062,0.31,0.00,1.17,0.01,-2,-0.02,1650.18,16.50
10471,Exit long,2025-05-26 21:15,Exit,3338.445,3.48,11618.3106,-0.56,0.00,0.7,0.01,-4.78,-0.04,1649.62,16.50
10471,Entry long,2025-05-26 21:10,Long,3338.595,3.48,11618.3106,-0.56,0.00,0.7,0.01,-4.78,-0.04,1649.62,16.50
10472,Exit long,2025-05-26 21:20,Exit,3338.185,3.48,11616.2748,0.57,0.00,0.82,0.01,-0.63,-0.01,1650.2,16.50
10472,Entry long,2025-05-26 21:17,Long,3338.01,3.48,11616.2748,0.57,0.00,0.82,0.01,-0.63,-0.01,1650.2,16.50
10473,Exit long,2025-05-26 21:23,Exit,3338.495,3.49,11650.16095,1.15,0.01,1.45,0.01,-1.26,-0.01,1651.35,16.51
10473,Entry long,2025-05-26 21:22,Long,3338.155,3.49,11650.16095,1.15,0.01,1.45,0.01,-1.26,-0.01,1651.35,16.51
10474,Exit long,2025-05-26 21:31,Exit,3338.53,3.49,11650.82405,0.61,0.01,2.44,0.02,-1.9,-0.02,1651.96,16.52
10474,Entry long,2025-05-26 21:27,Long,3338.345,3.49,11650.82405,0.61,0.01,2.44,0.02,-1.9,-0.02,1651.96,16.52
10475,Exit long,2025-05-26 21:44,Exit,3339.34,3.49,11649.63745,4.62,0.04,4.85,0.04,-1.47,-0.01,1656.58,16.57
10475,Entry long,2025-05-26 21:39,Long,3338.005,3.49,11649.63745,4.62,0.04,4.85,0.04,-1.47,-0.01,1656.58,16.57
10476,Exit long,2025-05-26 21:48,Exit,3338.475,3.49,11651.3999,-0.16,0.00,0.58,0.00,-0.86,-0.01,1656.43,16.56
10476,Entry long,2025-05-26 21:46,Long,3338.51,3.49,11651.3999,-0.16,0.00,0.58,0.00,-0.86,-0.01,1656.43,16.56
10477,Exit long,2025-05-26 22:07,Exit,3340.775,3.48,11625.0096,0.85,0.01,0.87,0.01,-2.87,-0.02,1657.28,16.57
10477,Entry long,2025-05-26 22:06,Long,3340.52,3.48,11625.0096,0.85,0.01,0.87,0.01,-2.87,-0.02,1657.28,16.57
10478,Exit long,2025-05-26 22:30,Exit,3342.3,3.48,11632.335,-1.17,-0.01,0.17,0.00,-3.69,-0.03,1656.11,16.56
10478,Entry long,2025-05-26 22:20,Long,3342.625,3.48,11632.335,-1.17,-0.01,0.17,0.00,-3.69,-0.03,1656.11,16.56
10479,Exit long,2025-05-26 22:36,Exit,3342.615,3.48,11629.9686,2.3,0.02,4.52,0.04,-3.74,-0.03,1658.41,16.58
10479,Entry long,2025-05-26 22:31,Long,3341.945,3.48,11629.9686,2.3,0.02,4.52,0.04,-3.74,-0.03,1658.41,16.58
10480,Exit long,2025-05-26 22:41,Exit,3341.855,3.48,11627.1324,2.49,0.02,2.63,0.02,-0.24,0.00,1660.9,16.61
10480,Entry long,2025-05-26 22:39,Long,3341.13,3.48,11627.1324,2.49,0.02,2.63,0.02,-0.24,0.00,1660.9,16.61
10481,Exit long,2025-05-26 22:48,Exit,3341.955,3.48,11629.8816,0.09,0.00,0.17,0.00,-0.89,-0.01,1660.98,16.61
10481,Entry long,2025-05-26 22:45,Long,3341.92,3.48,11629.8816,0.09,0.00,0.17,0.00,-0.89,-0.01,1660.98,16.61
10482,Exit long,2025-05-26 22:58,Exit,3341.66,3.48,11627.7588,1.18,0.01,1.2,0.01,-1.97,-0.02,1662.17,16.62
10482,Entry long,2025-05-26 22:50,Long,3341.31,3.48,11627.7588,1.18,0.01,1.2,0.01,-1.97,-0.02,1662.17,16.62
10483,Exit long,2025-05-26 23:01,Exit,3341.3,3.49,11660.6484,0.45,0.00,0.47,0.00,-1.59,-0.01,1662.62,16.63
10483,Entry long,2025-05-26 22:59,Long,3341.16,3.49,11660.6484,0.45,0.00,0.47,0.00,-1.59,-0.01,1662.62,16.63
10484,Exit long,2025-05-26 23:05,Exit,3341.5,3.49,11659.7759,2.02,0.02,2.04,0.02,-1.2,-0.01,1664.65,16.65
10484,Entry long,2025-05-26 23:02,Long,3340.91,3.49,11659.7759,2.02,0.02,2.04,0.02,-1.2,-0.01,1664.65,16.65
10485,Exit long,2025-05-26 23:09,Exit,3341.445,3.49,11660.42155,1.19,0.01,2.3,0.02,-0.31,0.00,1665.83,16.66
10485,Entry long,2025-05-26 23:08,Long,3341.095,3.49,11660.42155,1.19,0.01,2.3,0.02,-0.31,0.00,1665.83,16.66
10486,Exit long,2025-05-26 23:17,Exit,3341.41,3.49,11660.84035,0.65,0.01,1.2,0.01,-0.66,-0.01,1666.48,16.66
10486,Entry long,2025-05-26 23:14,Long,3341.215,3.49,11660.84035,0.65,0.01,1.2,0.01,-0.66,-0.01,1666.48,16.66
10487,Exit long,2025-05-26 23:20,Exit,3341.41,3.49,11661.3464,0.14,0.00,0.16,0.00,-0.17,0.00,1666.62,16.67
10487,Entry long,2025-05-26 23:18,Long,3341.36,3.49,11661.3464,0.14,0.00,0.16,0.00,-0.17,0.00,1666.62,16.67
10488,Exit long,2025-05-26 23:26,Exit,3341.435,3.49,11661.32895,0.24,0.00,0.49,0.00,-0.56,0.00,1666.86,16.67
10488,Entry long,2025-05-26 23:22,Long,3341.355,3.49,11661.32895,0.24,0.00,0.49,0.00,-0.56,0.00,1666.86,16.67
10489,Exit long,2025-05-26 23:31,Exit,3341.29,3.49,11660.97995,0.09,0.00,0.47,0.00,-1.22,-0.01,1666.95,16.67
10489,Entry long,2025-05-26 23:27,Long,3341.255,3.49,11660.97995,0.09,0.00,0.47,0.00,-1.22,-0.01,1666.95,16.67
10490,Exit long,2025-05-26 23:41,Exit,3341.605,3.49,11662.27125,-0.1,0.00,0.17,0.00,-0.28,0.00,1666.84,16.67
10490,Entry long,2025-05-26 23:40,Long,3341.625,3.49,11662.27125,-0.1,0.00,0.17,0.00,-0.28,0.00,1666.84,16.67
10491,Exit long,2025-05-26 23:43,Exit,3341.77,3.49,11662.30615,0.44,0.00,0.72,0.01,-0.24,0.00,1667.28,16.67
10491,Entry long,2025-05-26 23:42,Long,3341.635,3.49,11662.30615,0.44,0.00,0.72,0.01,-0.24,0.00,1667.28,16.67
10492,Exit long,2025-05-26 23:48,Exit,3341.885,3.49,11662.4632,0.68,0.01,1.59,0.01,-1.45,-0.01,1667.96,16.68
10492,Entry long,2025-05-26 23:44,Long,3341.68,3.49,11662.4632,0.68,0.01,1.59,0.01,-1.45,-0.01,1667.96,16.68
10493,Exit long,2025-05-27 03:34,Exit,3346.38,3.49,11662.4632,16.37,0.14,16.39,0.14,-1.38,-0.01,1684.33,16.84
10493,Entry long,2025-05-26 23:55,Long,3341.68,3.49,11662.4632,16.37,0.14,16.39,0.14,-1.38,-0.01,1684.33,16.84
10494,Exit long,2025-05-27 03:47,Exit,3344.565,3.49,11669.0942,3.4,0.03,4.12,0.04,-2.57,-0.02,1687.73,16.88
10494,Entry long,2025-05-27 03:39,Long,3343.58,3.49,11669.0942,3.4,0.03,4.12,0.04,-2.57,-0.02,1687.73,16.88
10495,Exit long,2025-05-27 03:50,Exit,3344.36,3.49,11669.73985,2.04,0.02,3.42,0.03,-2.5,-0.02,1689.77,16.90
10495,Entry long,2025-05-27 03:48,Long,3343.765,3.49,11669.73985,2.04,0.02,3.42,0.03,-2.5,-0.02,1689.77,16.90
10496,Exit long,2025-05-27 04:08,Exit,3347.49,3.49,11681.22195,1.48,0.01,2.9,0.02,-0.03,0.00,1691.26,16.91
10496,Entry long,2025-05-27 04:07,Long,3347.055,3.49,11681.22195,1.48,0.01,2.9,0.02,-0.03,0.00,1691.26,16.91
10497,Exit long,2025-05-27 04:13,Exit,3348.075,3.49,11681.728,3.02,0.03,3.26,0.03,-1.9,-0.02,1694.28,16.94
10497,Entry long,2025-05-27 04:09,Long,3347.2,3.49,11681.728,3.02,0.03,3.26,0.03,-1.9,-0.02,1694.28,16.94
10498,Exit long,2025-05-27 04:20,Exit,3347.815,3.49,11682.9495,0.89,0.01,0.91,0.01,-2.22,-0.02,1695.17,16.95
10498,Entry long,2025-05-27 04:16,Long,3347.55,3.49,11682.9495,0.89,0.01,0.91,0.01,-2.22,-0.02,1695.17,16.95
10499,Exit long,2025-05-27 04:24,Exit,3347.525,3.49,11682.68775,0.14,0.00,1.12,0.01,-0.38,0.00,1695.3,16.95
10499,Entry long,2025-05-27 04:23,Long,3347.475,3.49,11682.68775,0.14,0.00,1.12,0.01,-0.38,0.00,1695.3,16.95
10500,Exit long,2025-05-27 04:28,Exit,3347.625,3.49,11683.17635,0,0.00,0.12,0.00,-0.89,-0.01,1695.3,16.95
10500,Entry long,2025-05-27 04:27,Long,3347.615,3.49,11683.17635,0,0.00,0.12,0.00,-0.89,-0.01,1695.3,16.95
10501,Exit long,2025-05-27 04:30,Exit,3347.71,3.49,11681.91995,1.55,0.01,2.02,0.02,-0.28,0.00,1696.86,16.97
10501,Entry long,2025-05-27 04:29,Long,3347.255,3.49,11681.91995,1.55,0.01,2.02,0.02,-0.28,0.00,1696.86,16.97
10502,Exit long,2025-05-27 04:33,Exit,3347.965,3.49,11681.728,2.63,0.02,3.26,0.03,-1.05,-0.01,1699.49,16.99
10502,Entry long,2025-05-27 04:31,Long,3347.2,3.49,11681.728,2.63,0.02,3.26,0.03,-1.05,-0.01,1699.49,16.99
10503,Exit long,2025-05-27 04:36,Exit,3348.295,3.49,11682.7401,2.77,0.02,2.79,0.02,-0.02,0.00,1702.27,17.02
10503,Entry long,2025-05-27 04:35,Long,3347.49,3.49,11682.7401,2.77,0.02,2.79,0.02,-0.02,0.00,1702.27,17.02
10504,Exit long,2025-05-27 04:50,Exit,3346.89,3.49,11683.49045,-2.88,-0.02,0,0.00,-7.07,-0.06,1699.39,16.99
10504,Entry long,2025-05-27 04:39,Long,3347.705,3.49,11683.49045,-2.88,-0.02,0,0.00,-7.07,-0.06,1699.39,16.99
10505,Exit long,2025-05-27 05:00,Exit,3347.335,3.49,11681.22195,0.94,0.01,1.08,0.01,-2.46,-0.02,1700.33,17.00
10505,Entry long,2025-05-27 04:57,Long,3347.055,3.49,11681.22195,0.94,0.01,1.08,0.01,-2.46,-0.02,1700.33,17.00
10506,Exit long,2025-05-27 05:11,Exit,3347.575,3.49,11681.9025,1.1,0.01,1.61,0.01,-0.54,0.00,1701.43,17.01
10506,Entry long,2025-05-27 05:06,Long,3347.25,3.49,11681.9025,1.1,0.01,1.61,0.01,-0.54,0.00,1701.43,17.01
10507,Exit long,2025-05-27 05:17,Exit,3347.375,3.49,11682.3213,-0.02,0.00,0.73,0.01,-6.23,-0.05,1701.41,17.01
10507,Entry long,2025-05-27 05:12,Long,3347.37,3.49,11682.3213,-0.02,0.00,0.73,0.01,-6.23,-0.05,1701.41,17.01
10508,Exit long,2025-05-27 05:28,Exit,3346.025,3.49,11680.80315,-3.21,-0.03,0.02,0.00,-8.22,-0.07,1698.2,16.98
10508,Entry long,2025-05-27 05:18,Long,3346.935,3.49,11680.80315,-3.21,-0.03,0.02,0.00,-8.22,-0.07,1698.2,16.98
10509,Exit long,2025-05-27 05:33,Exit,3345.775,3.49,11672.88085,3.84,0.03,5.32,0.05,-1.31,-0.01,1702.04,17.02
10509,Entry long,2025-05-27 05:31,Long,3344.665,3.49,11672.88085,3.84,0.03,5.32,0.05,-1.31,-0.01,1702.04,17.02
10510,Exit long,2025-05-27 05:38,Exit,3345.685,3.49,11675.32385,1.08,0.01,2.9,0.02,-0.3,0.00,1703.12,17.03
10510,Entry long,2025-05-27 05:35,Long,3345.365,3.49,11675.32385,1.08,0.01,2.9,0.02,-0.3,0.00,1703.12,17.03
10511,Exit long,2025-05-27 06:01,Exit,3345.995,3.49,11681.78035,-4.29,-0.04,0.44,0.00,-11.83,-0.10,1698.83,16.99
10511,Entry long,2025-05-27 05:49,Long,3347.215,3.49,11681.78035,-4.29,-0.04,0.44,0.00,-11.83,-0.10,1698.83,16.99
10512,Exit long,2025-05-27 06:15,Exit,3345.31,3.49,11675.6205,-0.52,0.00,0.86,0.01,-10.28,-0.09,1698.31,16.98
10512,Entry long,2025-05-27 06:07,Long,3345.45,3.49,11675.6205,-0.52,0.00,0.86,0.01,-10.28,-0.09,1698.31,16.98
10513,Exit long,2025-05-27 08:34,Exit,3343.55,3.49,11666.8955,2.06,0.02,3.37,0.03,-2.98,-0.03,1700.37,17.00
10513,Entry long,2025-05-27 08:30,Long,3342.95,3.49,11666.8955,2.06,0.02,3.37,0.03,-2.98,-0.03,1700.37,17.00
10514,Exit long,2025-05-27 08:41,Exit,3343.05,3.49,11667.36665,-0.16,0.00,1.06,0.01,-3.04,-0.03,1700.21,17.00
10514,Entry long,2025-05-27 08:36,Long,3343.085,3.49,11667.36665,-0.16,0.00,1.06,0.01,-3.04,-0.03,1700.21,17.00
10515,Exit long,2025-05-27 08:44,Exit,3342.99,3.5,11699.7475,0.68,0.01,0.96,0.01,-3.81,-0.03,1700.89,17.01
10515,Entry long,2025-05-27 08:42,Long,3342.785,3.5,11699.7475,0.68,0.01,0.96,0.01,-3.81,-0.03,1700.89,17.01
10516,Exit long,2025-05-27 09:39,Exit,3340.85,3.49,11678.01115,-18.48,-0.16,1.33,0.01,-23.87,-0.20,1682.41,16.82
10516,Entry long,2025-05-27 09:05,Long,3346.135,3.49,11678.01115,-18.48,-0.16,1.33,0.01,-23.87,-0.20,1682.41,16.82
10517,Exit long,2025-05-27 18:10,Exit,3294.4,3.54,11665.0788,-2.94,-0.03,1.47,0.01,-10.21,-0.09,1679.47,16.79
10517,Entry long,2025-05-27 18:00,Long,3295.22,3.54,11665.0788,-2.94,-0.03,1.47,0.01,-10.21,-0.09,1679.47,16.79
10518,Exit long,2025-05-27 18:29,Exit,3294.42,3.54,11663.5389,-1.33,-0.01,0.48,0.00,-11.4,-0.10,1678.15,16.78
10518,Entry long,2025-05-27 18:23,Long,3294.785,3.54,11663.5389,-1.33,-0.01,0.48,0.00,-11.4,-0.10,1678.15,16.78
10519,Exit long,2025-05-27 18:41,Exit,3297.575,3.54,11668.3002,5.08,0.04,5.31,0.05,-2.35,-0.02,1683.23,16.83
10519,Entry long,2025-05-27 18:39,Long,3296.13,3.54,11668.3002,5.08,0.04,5.31,0.05,-2.35,-0.02,1683.23,16.83
10520,Exit long,2025-05-27 18:47,Exit,3298.185,3.54,11673.7518,1.79,0.02,3.01,0.03,-0.04,0.00,1685.01,16.85
10520,Entry long,2025-05-27 18:46,Long,3297.67,3.54,11673.7518,1.79,0.02,3.01,0.03,-0.04,0.00,1685.01,16.85
10521,Exit long,2025-05-27 18:58,Exit,3297.275,3.54,11674.6899,-2.37,-0.02,3.17,0.03,-11.35,-0.10,1682.64,16.83
10521,Entry long,2025-05-27 18:49,Long,3297.935,3.54,11674.6899,-2.37,-0.02,3.17,0.03,-11.35,-0.10,1682.64,16.83
10522,Exit long,2025-05-27 19:16,Exit,3302.375,3.54,11680.6725,9.7,0.08,10.02,0.09,-4.21,-0.04,1692.34,16.92
10522,Entry long,2025-05-27 19:10,Long,3299.625,3.54,11680.6725,9.7,0.08,10.02,0.09,-4.21,-0.04,1692.34,16.92
10523,Exit long,2025-05-27 19:38,Exit,3292.605,3.54,11684.0001,-28.21,-0.24,0.48,0.00,-54.23,-0.46,1664.13,16.64
10523,Entry long,2025-05-27 19:18,Long,3300.565,3.54,11684.0001,-28.21,-0.24,0.48,0.00,-54.23,-0.46,1664.13,16.64
10524,Exit long,2025-05-27 19:52,Exit,3298.67,3.53,11636.3273,7.94,0.07,8.07,0.07,-2.08,-0.02,1672.07,16.72
10524,Entry long,2025-05-27 19:50,Long,3296.41,3.53,11636.3273,7.94,0.07,8.07,0.07,-2.08,-0.02,1672.07,16.72
10525,Exit long,2025-05-27 19:57,Exit,3297.425,3.54,11669.5038,3.35,0.03,4.34,0.04,-1.79,-0.02,1675.41,16.75
10525,Entry long,2025-05-27 19:54,Long,3296.47,3.54,11669.5038,3.35,0.03,4.34,0.04,-1.79,-0.02,1675.41,16.75
10526,Exit long,2025-05-27 20:02,Exit,3296.905,3.54,11670.4419,0.57,0.00,1.77,0.02,-4.28,-0.04,1675.98,16.76
10526,Entry long,2025-05-27 19:58,Long,3296.735,3.54,11670.4419,0.57,0.00,1.77,0.02,-4.28,-0.04,1675.98,16.76
10527,Exit long,2025-05-27 20:16,Exit,3299.06,3.53,11644.25215,1.39,0.01,3.04,0.03,-2.72,-0.02,1677.38,16.77
10527,Entry long,2025-05-27 20:14,Long,3298.655,3.53,11644.25215,1.39,0.01,3.04,0.03,-2.72,-0.02,1677.38,16.77
10528,Exit long,2025-05-27 20:19,Exit,3299.33,3.54,11676.7962,2.8,0.02,3.54,0.03,-1.5,-0.01,1680.17,16.80
10528,Entry long,2025-05-27 20:17,Long,3298.53,3.54,11676.7962,2.8,0.02,3.54,0.03,-1.5,-0.01,1680.17,16.80
10529,Exit long,2025-05-27 20:27,Exit,3301.8,3.54,11679.9999,8.34,0.07,8.87,0.08,-2.21,-0.02,1688.51,16.89
10529,Entry long,2025-05-27 20:26,Long,3299.435,3.54,11679.9999,8.34,0.07,8.87,0.08,-2.21,-0.02,1688.51,16.89
10530,Exit long,2025-05-27 20:35,Exit,3300.635,3.54,11684.5488,-0.34,0.00,0.18,0.00,-8,-0.07,1688.17,16.88
10530,Entry long,2025-05-27 20:29,Long,3300.72,3.54,11684.5488,-0.34,0.00,0.18,0.00,-8,-0.07,1688.17,16.88
10531,Exit long,2025-05-27 21:00,Exit,3296.285,3.54,11683.4691,-14.66,-0.13,1.24,0.01,-20.6,-0.18,1673.52,16.74
10531,Entry long,2025-05-27 20:42,Long,3300.415,3.54,11683.4691,-14.66,-0.13,1.24,0.01,-20.6,-0.18,1673.52,16.74
10532,Exit long,2025-05-27 22:03,Exit,3297.785,3.54,11672.8845,1.24,0.01,1.88,0.02,-3.35,-0.03,1674.76,16.75
10532,Entry long,2025-05-27 22:01,Long,3297.425,3.54,11672.8845,1.24,0.01,1.88,0.02,-3.35,-0.03,1674.76,16.75
10533,Exit long,2025-05-27 22:10,Exit,3297.06,3.54,11671.0083,0.55,0.00,2.21,0.02,-3.43,-0.03,1675.3,16.75
10533,Entry long,2025-05-27 22:04,Long,3296.895,3.54,11671.0083,0.55,0.00,2.21,0.02,-3.43,-0.03,1675.3,16.75
10534,Exit long,2025-05-27 22:23,Exit,3296.08,3.54,11671.026,-2.94,-0.03,1.35,0.01,-6.67,-0.06,1672.37,16.72
10534,Entry long,2025-05-27 22:12,Long,3296.9,3.54,11671.026,-2.94,-0.03,1.35,0.01,-6.67,-0.06,1672.37,16.72
10535,Exit long,2025-05-27 22:36,Exit,3297.665,3.53,11639.80435,0.92,0.01,1.66,0.01,-1.46,-0.01,1673.28,16.73
10535,Entry long,2025-05-27 22:34,Long,3297.395,3.53,11639.80435,0.92,0.01,1.66,0.01,-1.46,-0.01,1673.28,16.73
10536,Exit long,2025-05-27 22:39,Exit,3297.965,3.54,11673.2385,1.52,0.01,1.89,0.02,-2.28,-0.02,1674.81,16.75
10536,Entry long,2025-05-27 22:37,Long,3297.525,3.54,11673.2385,1.52,0.01,1.89,0.02,-2.28,-0.02,1674.81,16.75
10537,Exit long,2025-05-27 23:07,Exit,3301.485,3.53,11654.41855,-0.21,0.00,2.51,0.02,-4.29,-0.04,1674.59,16.75
10537,Entry long,2025-05-27 22:59,Long,3301.535,3.53,11654.41855,-0.21,0.00,2.51,0.02,-4.29,-0.04,1674.59,16.75
10538,Exit long,2025-05-27 23:32,Exit,3302.015,3.53,11655.5305,0.55,0.00,2.56,0.02,-2.22,-0.02,1675.14,16.75
10538,Entry long,2025-05-27 23:21,Long,3301.85,3.53,11655.5305,0.55,0.00,2.56,0.02,-2.22,-0.02,1675.14,16.75
10539,Exit long,2025-05-27 23:44,Exit,3302.575,3.53,11655.68935,2.37,0.02,2.38,0.02,-1.84,-0.02,1677.51,16.78
10539,Entry long,2025-05-27 23:37,Long,3301.895,3.53,11655.68935,2.37,0.02,2.38,0.02,-1.84,-0.02,1677.51,16.78
10540,Exit long,2025-05-27 23:57,Exit,3300.605,3.53,11654.48915,-3.39,-0.03,1.68,0.01,-8.45,-0.07,1674.12,16.74
10540,Entry long,2025-05-27 23:46,Long,3301.555,3.53,11654.48915,-3.39,-0.03,1.68,0.01,-8.45,-0.07,1674.12,16.74
10541,Exit long,2025-05-28 00:17,Exit,3302.36,3.53,11653.8361,3.46,0.03,3.58,0.03,-0.71,-0.01,1677.58,16.78
10541,Entry long,2025-05-28 00:08,Long,3301.37,3.53,11653.8361,3.46,0.03,3.58,0.03,-0.71,-0.01,1677.58,16.78
10542,Exit long,2025-05-28 00:31,Exit,3303.635,3.53,11660.8608,0.94,0.01,1.84,0.02,-1.08,-0.01,1678.51,16.79
10542,Entry long,2025-05-28 00:28,Long,3303.36,3.53,11660.8608,0.94,0.01,1.84,0.02,-1.08,-0.01,1678.51,16.79
10543,Exit long,2025-05-28 00:41,Exit,3304.49,3.53,11662.5905,2.22,0.02,2.24,0.02,-0.58,0.00,1680.74,16.81
10543,Entry long,2025-05-28 00:39,Long,3303.85,3.53,11662.5905,2.22,0.02,2.24,0.02,-0.58,0.00,1680.74,16.81
10544,Exit long,2025-05-28 00:47,Exit,3305.105,3.53,11664.79675,2.19,0.02,2.22,0.02,-1.32,-0.01,1682.93,16.83
10544,Entry long,2025-05-28 00:45,Long,3304.475,3.53,11664.79675,2.19,0.02,2.22,0.02,-1.32,-0.01,1682.93,16.83
10545,Exit long,2025-05-28 00:51,Exit,3304.975,3.53,11665.2027,1.32,0.01,1.39,0.01,-1.06,-0.01,1684.25,16.84
10545,Entry long,2025-05-28 00:49,Long,3304.59,3.53,11665.2027,1.32,0.01,1.39,0.01,-1.06,-0.01,1684.25,16.84
10546,Exit long,2025-05-28 00:57,Exit,3305.005,3.53,11665.07915,1.55,0.01,2.01,0.02,-0.35,0.00,1685.8,16.86
10546,Entry long,2025-05-28 00:55,Long,3304.555,3.53,11665.07915,1.55,0.01,2.01,0.02,-0.35,0.00,1685.8,16.86
10547,Exit long,2025-05-28 01:01,Exit,3304.905,3.53,11665.9087,0.37,0.00,2.31,0.02,-0.86,-0.01,1686.17,16.86
10547,Entry long,2025-05-28 00:58,Long,3304.79,3.53,11665.9087,0.37,0.00,2.31,0.02,-0.86,-0.01,1686.17,16.86
10548,Exit long,2025-05-28 01:21,Exit,3307.495,3.53,11673.79825,1.62,0.01,2.67,0.02,-1.16,-0.01,1687.8,16.88
10548,Entry long,2025-05-28 01:17,Long,3307.025,3.53,11673.79825,1.62,0.01,2.67,0.02,-1.16,-0.01,1687.8,16.88
10549,Exit long,2025-05-28 01:24,Exit,3307.155,3.53,11672.42155,1.8,0.02,2.21,0.02,-1.01,-0.01,1689.6,16.90
10549,Entry long,2025-05-28 01:22,Long,3306.635,3.53,11672.42155,1.8,0.02,2.21,0.02,-1.01,-0.01,1689.6,16.90
10550,Exit long,2025-05-28 01:45,Exit,3303.65,3.53,11673.05695,-11.21,-0.10,0,0.00,-14.08,-0.12,1678.39,16.78
10550,Entry long,2025-05-28 01:25,Long,3306.815,3.53,11673.05695,-11.21,-0.10,0,0.00,-14.08,-0.12,1678.39,16.78
10551,Exit long,2025-05-28 01:47,Exit,3303.645,3.53,11661.37265,0.46,0.00,0.99,0.01,-0.02,0.00,1678.85,16.79
10551,Entry long,2025-05-28 01:46,Long,3303.505,3.53,11661.37265,0.46,0.00,0.99,0.01,-0.02,0.00,1678.85,16.79
10552,Exit long,2025-05-28 01:49,Exit,3303.625,3.53,11661.0373,0.72,0.01,0.74,0.01,-0.21,0.00,1679.57,16.80
10552,Entry long,2025-05-28 01:48,Long,3303.41,3.53,11661.0373,0.72,0.01,0.74,0.01,-0.21,0.00,1679.57,16.80
10553,Exit long,2025-05-28 02:03,Exit,3304.865,3.53,11664.6026,1.54,0.01,1.77,0.02,-2.4,-0.02,1681.11,16.81
10553,Entry long,2025-05-28 01:58,Long,3304.42,3.53,11664.6026,1.54,0.01,1.77,0.02,-2.4,-0.02,1681.11,16.81
10554,Exit long,2025-05-28 02:07,Exit,3304.615,3.53,11664.7791,0.48,0.00,1.69,0.01,-0.51,0.00,1681.58,16.82
10554,Entry long,2025-05-28 02:06,Long,3304.47,3.53,11664.7791,0.48,0.00,1.69,0.01,-0.51,0.00,1681.58,16.82
10555,Exit long,2025-05-28 02:10,Exit,3304.855,3.53,11663.9319,2.17,0.02,2.88,0.02,-0.02,0.00,1683.76,16.84
10555,Entry long,2025-05-28 02:09,Long,3304.23,3.53,11663.9319,2.17,0.02,2.88,0.02,-0.02,0.00,1683.76,16.84
10556,Exit long,2025-05-28 03:34,Exit,3304.215,3.53,11664.02015,-0.18,0.00,2.24,0.02,-15.92,-0.14,1683.58,16.84
10556,Entry long,2025-05-28 02:11,Long,3304.255,3.53,11664.02015,-0.18,0.00,2.24,0.02,-15.92,-0.14,1683.58,16.84
10557,Exit long,2025-05-28 04:06,Exit,3305.125,3.53,11665.8028,1.25,0.01,2.19,0.02,-3.05,-0.03,1684.83,16.85
10557,Entry long,2025-05-28 04:00,Long,3304.76,3.53,11665.8028,1.25,0.01,2.19,0.02,-3.05,-0.03,1684.83,16.85
10558,Exit long,2025-05-28 04:13,Exit,3304.93,3.53,11666.42055,-0.05,0.00,1.99,0.02,-0.04,0.00,1684.78,16.85
10558,Entry long,2025-05-28 04:12,Long,3304.935,3.53,11666.42055,-0.05,0.00,1.99,0.02,-0.04,0.00,1684.78,16.85
10559,Exit long,2025-05-28 04:18,Exit,3304.83,3.53,11666.56175,-0.55,0.00,1.68,0.01,-4.22,-0.04,1684.23,16.84
10559,Entry long,2025-05-28 04:14,Long,3304.975,3.53,11666.56175,-0.55,0.00,1.68,0.01,-4.22,-0.04,1684.23,16.84
10560,Exit long,2025-05-28 04:26,Exit,3305.02,3.53,11665.46745,1.22,0.01,1.85,0.02,-2.45,-0.02,1685.45,16.85
10560,Entry long,2025-05-28 04:23,Long,3304.665,3.53,11665.46745,1.22,0.01,1.85,0.02,-2.45,-0.02,1685.45,16.85
10561,Exit long,2025-05-28 05:02,Exit,3309.68,3.53,11679.05795,4.08,0.03,7.06,0.06,-0.02,0.00,1689.53,16.90
10561,Entry long,2025-05-28 05:00,Long,3308.515,3.53,11679.05795,4.08,0.03,7.06,0.06,-0.02,0.00,1689.53,16.90
