Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
98,Exit long,2024-10-24 13:38,Exit,2733.86,3.68,10057.808,2.76,0.03,2.87,0.03,-0.79,-0.01,85.98,0.86
98,Entry long,2024-10-24 13:35,Long,2733.1,3.68,10057.808,2.76,0.03,2.87,0.03,-0.79,-0.01,85.98,0.86
99,Exit long,2024-10-24 14:01,Exit,2736.845,3.68,10069.4184,2.13,0.02,2.26,0.02,-0.59,-0.01,88.12,0.88
99,Entry long,2024-10-24 14:00,Long,2736.255,3.68,10069.4184,2.13,0.02,2.26,0.02,-0.59,-0.01,88.12,0.88
100,Exit long,2024-10-24 14:04,Exit,2736.98,3.68,10070.5776,1.47,0.01,2.36,0.02,-0.33,0.00,89.59,0.90
100,Entry long,2024-10-24 14:03,Long,2736.57,3.68,10070.5776,1.47,0.01,2.36,0.02,-0.33,0.00,89.59,0.90
101,Exit long,2024-10-24 14:09,Exit,2736.875,3.68,10071.1664,0.5,0.00,1.58,0.02,-2.45,-0.02,90.09,0.90
101,Entry long,2024-10-24 14:05,Long,2736.73,3.68,10071.1664,0.5,0.00,1.58,0.02,-2.45,-0.02,90.09,0.90
102,Exit long,2024-10-24 14:20,Exit,2736.92,3.68,10072.1232,-0.29,0.00,0,0.00,-6.04,-0.06,89.79,0.90
102,Entry long,2024-10-24 14:15,Long,2736.99,3.68,10072.1232,-0.29,0.00,0,0.00,-6.04,-0.06,89.79,0.90
103,Exit long,2024-10-24 14:34,Exit,2737.69,3.68,10072.3992,2.26,0.02,3.77,0.04,-3.5,-0.03,92.05,0.92
103,Entry long,2024-10-24 14:28,Long,2737.065,3.68,10072.3992,2.26,0.02,3.77,0.04,-3.5,-0.03,92.05,0.92
104,Exit long,2024-10-24 14:47,Exit,2738.155,3.68,10074.7912,1.58,0.02,2.13,0.02,-0.48,0.00,93.64,0.94
104,Entry long,2024-10-24 14:43,Long,2737.715,3.68,10074.7912,1.58,0.02,2.13,0.02,-0.48,0.00,93.64,0.94
105,Exit long,2024-10-24 14:49,Exit,2738.64,3.68,10075.7112,2.45,0.02,2.47,0.02,-0.02,0.00,96.08,0.96
105,Entry long,2024-10-24 14:48,Long,2737.965,3.68,10075.7112,2.45,0.02,2.47,0.02,-0.02,0.00,96.08,0.96
106,Exit long,2024-10-24 15:01,Exit,2737.93,3.68,10076.3,-0.75,-0.01,0.57,0.01,-5.59,-0.06,95.33,0.95
106,Entry long,2024-10-24 14:50,Long,2738.125,3.68,10076.3,-0.75,-0.01,0.57,0.01,-5.59,-0.06,95.33,0.95
107,Exit long,2024-10-24 15:13,Exit,2737.575,3.68,10074.46,-0.22,0.00,0.04,0.00,-2.76,-0.03,95.11,0.95
107,Entry long,2024-10-24 15:07,Long,2737.625,3.68,10074.46,-0.22,0.00,0.04,0.00,-2.76,-0.03,95.11,0.95
108,Exit long,2024-10-24 15:23,Exit,2736.855,3.68,10072.528,-0.94,-0.01,0.22,0.00,-4.49,-0.04,94.17,0.94
108,Entry long,2024-10-24 15:15,Long,2737.1,3.68,10072.528,-0.94,-0.01,0.22,0.00,-4.49,-0.04,94.17,0.94
109,Exit long,2024-10-24 15:26,Exit,2736.535,3.68,10068.7928,1.62,0.02,1.91,0.02,-0.72,-0.01,95.79,0.96
109,Entry long,2024-10-24 15:25,Long,2736.085,3.68,10068.7928,1.62,0.02,1.91,0.02,-0.72,-0.01,95.79,0.96
110,Exit long,2024-10-24 15:29,Exit,2736.545,3.68,10068.9768,1.47,0.01,2.06,0.02,-0.02,0.00,97.26,0.97
110,Entry long,2024-10-24 15:27,Long,2736.135,3.68,10068.9768,1.47,0.01,2.06,0.02,-0.02,0.00,97.26,0.97
111,Exit long,2024-10-24 15:38,Exit,2736.85,3.68,10070.688,0.88,0.01,1.14,0.01,-0.98,-0.01,98.14,0.98
111,Entry long,2024-10-24 15:36,Long,2736.6,3.68,10070.688,0.88,0.01,1.14,0.01,-0.98,-0.01,98.14,0.98
112,Exit long,2024-10-24 15:41,Exit,2737.215,3.69,10097.7588,2.53,0.03,3.21,0.03,-0.42,0.00,100.67,1.01
112,Entry long,2024-10-24 15:39,Long,2736.52,3.69,10097.7588,2.53,0.03,3.21,0.03,-0.42,0.00,100.67,1.01
113,Exit long,2024-10-24 15:49,Exit,2737.455,3.69,10099.69605,1.48,0.01,1.83,0.02,-0.5,0.00,102.15,1.02
113,Entry long,2024-10-24 15:47,Long,2737.045,3.69,10099.69605,1.48,0.01,1.83,0.02,-0.5,0.00,102.15,1.02
114,Exit long,2024-10-24 15:55,Exit,2737.41,3.69,10100.0097,1,0.01,1.01,0.01,-1.46,-0.01,103.14,1.03
114,Entry long,2024-10-24 15:51,Long,2737.13,3.69,10100.0097,1,0.01,1.01,0.01,-1.46,-0.01,103.14,1.03
115,Exit long,2024-10-24 16:01,Exit,2737.29,3.69,10100.1204,0.44,0.00,0.5,0.00,-1.57,-0.02,103.59,1.04
115,Entry long,2024-10-24 15:58,Long,2737.16,3.69,10100.1204,0.44,0.00,0.5,0.00,-1.57,-0.02,103.59,1.04
116,Exit long,2024-10-24 16:31,Exit,2737.87,3.68,10077.772,-2.45,-0.02,1.01,0.01,-6.53,-0.06,101.14,1.01
116,Entry long,2024-10-24 16:18,Long,2738.525,3.68,10077.772,-2.45,-0.02,1.01,0.01,-6.53,-0.06,101.14,1.01
117,Exit long,2024-10-24 16:38,Exit,2737.705,3.69,10099.4931,2.6,0.03,3.58,0.04,-0.74,-0.01,103.74,1.04
117,Entry long,2024-10-24 16:36,Long,2736.99,3.69,10099.4931,2.6,0.03,3.58,0.04,-0.74,-0.01,103.74,1.04
118,Exit long,2024-10-24 16:43,Exit,2737.585,3.69,10100.98755,0.66,0.01,2.69,0.03,-1.01,-0.01,104.41,1.04
118,Entry long,2024-10-24 16:41,Long,2737.395,3.69,10100.98755,0.66,0.01,2.69,0.03,-1.01,-0.01,104.41,1.04
119,Exit long,2024-10-24 16:53,Exit,2736.715,3.69,10100.13885,-1.7,-0.02,0.54,0.01,-7.21,-0.07,102.71,1.03
119,Entry long,2024-10-24 16:45,Long,2737.165,3.69,10100.13885,-1.7,-0.02,0.54,0.01,-7.21,-0.07,102.71,1.03
120,Exit long,2024-10-24 17:23,Exit,2739.07,3.68,10078.6552,1.09,0.01,1.77,0.02,-0.85,-0.01,103.79,1.04
120,Entry long,2024-10-24 17:22,Long,2738.765,3.68,10078.6552,1.09,0.01,1.77,0.02,-0.85,-0.01,103.79,1.04
121,Exit long,2024-10-24 17:25,Exit,2739.365,3.68,10078.9496,1.88,0.02,1.95,0.02,-0.22,0.00,105.67,1.06
121,Entry long,2024-10-24 17:24,Long,2738.845,3.68,10078.9496,1.88,0.02,1.95,0.02,-0.22,0.00,105.67,1.06
122,Exit long,2024-10-24 17:35,Exit,2738.46,3.68,10078.2872,-0.79,-0.01,1.45,0.01,-4.05,-0.04,104.88,1.05
122,Entry long,2024-10-24 17:26,Long,2738.665,3.68,10078.2872,-0.79,-0.01,1.45,0.01,-4.05,-0.04,104.88,1.05
123,Exit long,2024-10-24 17:52,Exit,2737.215,3.69,10104.3639,-4.08,-0.04,1.18,0.01,-9.26,-0.09,100.8,1.01
123,Entry long,2024-10-24 17:37,Long,2738.31,3.69,10104.3639,-4.08,-0.04,1.18,0.01,-9.26,-0.09,100.8,1.01
124,Exit long,2024-10-24 18:06,Exit,2738.17,3.68,10074.9384,1.49,0.01,4.93,0.05,-3.53,-0.04,102.29,1.02
124,Entry long,2024-10-24 18:04,Long,2737.755,3.68,10074.9384,1.49,0.01,4.93,0.05,-3.53,-0.04,102.29,1.02
125,Exit long,2024-10-24 18:23,Exit,2739.94,3.68,10079.1888,3.75,0.04,5.87,0.06,-0.86,-0.01,106.05,1.06
125,Entry long,2024-10-24 18:17,Long,2738.91,3.68,10079.1888,3.75,0.04,5.87,0.06,-0.86,-0.01,106.05,1.06
126,Exit long,2024-10-24 18:25,Exit,2740.065,3.68,10080.0536,3.35,0.03,3.37,0.03,-0.31,0.00,109.4,1.09
126,Entry long,2024-10-24 18:24,Long,2739.145,3.68,10080.0536,3.35,0.03,3.37,0.03,-0.31,0.00,109.4,1.09
127,Exit long,2024-10-24 18:31,Exit,2739.76,3.69,10108.1277,1.55,0.02,1.92,0.02,-3.14,-0.03,110.94,1.11
127,Entry long,2024-10-24 18:29,Long,2739.33,3.69,10108.1277,1.55,0.02,1.92,0.02,-3.14,-0.03,110.94,1.11
128,Exit long,2024-10-24 18:35,Exit,2739.285,3.69,10105.12035,2.8,0.03,2.82,0.03,-2.79,-0.03,113.75,1.14
128,Entry long,2024-10-24 18:32,Long,2738.515,3.69,10105.12035,2.8,0.03,2.82,0.03,-2.79,-0.03,113.75,1.14
129,Exit long,2024-10-24 18:49,Exit,2740.365,3.69,10111.0059,0.9,0.01,2.49,0.02,-2.64,-0.03,114.65,1.15
129,Entry long,2024-10-24 18:44,Long,2740.11,3.69,10111.0059,0.9,0.01,2.49,0.02,-2.64,-0.03,114.65,1.15
130,Exit long,2024-10-24 18:57,Exit,2741.705,3.69,10111.83615,5.02,0.05,5.57,0.06,-1.03,-0.01,119.67,1.20
130,Entry long,2024-10-24 18:54,Long,2740.335,3.69,10111.83615,5.02,0.05,5.57,0.06,-1.03,-0.01,119.67,1.20
131,Exit long,2024-10-24 19:29,Exit,2734.265,3.69,10115.30475,-25.9,-0.26,2.44,0.02,-43.08,-0.43,93.77,0.94
131,Entry long,2024-10-24 19:04,Long,2741.275,3.69,10115.30475,-25.9,-0.26,2.44,0.02,-43.08,-0.43,93.77,0.94
132,Exit long,2024-10-24 22:26,Exit,2735.125,3.69,10088.10945,4.46,0.04,4.7,0.05,-2.23,-0.02,98.23,0.98
132,Entry long,2024-10-24 22:24,Long,2733.905,3.69,10088.10945,4.46,0.04,4.7,0.05,-2.23,-0.02,98.23,0.98
133,Exit long,2024-10-24 22:32,Exit,2734.61,3.69,10088.2017,2.47,0.02,4.15,0.04,-1.84,-0.02,100.71,1.01
133,Entry long,2024-10-24 22:28,Long,2733.93,3.69,10088.2017,2.47,0.02,4.15,0.04,-1.84,-0.02,100.71,1.01
134,Exit long,2024-10-24 22:49,Exit,2734.79,3.69,10093.93965,-2.6,-0.03,0.26,0.00,-9.43,-0.09,98.1,0.98
134,Entry long,2024-10-24 22:42,Long,2735.485,3.69,10093.93965,-2.6,-0.03,0.26,0.00,-9.43,-0.09,98.1,0.98
135,Exit long,2024-10-24 22:54,Exit,2734.19,3.69,10088.36775,0.76,0.01,3.67,0.04,-0.77,-0.01,98.86,0.99
135,Entry long,2024-10-24 22:51,Long,2733.975,3.69,10088.36775,0.76,0.01,3.67,0.04,-0.77,-0.01,98.86,0.99
136,Exit long,2024-10-24 23:03,Exit,2736.31,3.69,10091.8548,5.09,0.05,5.11,0.05,-0.06,0.00,103.95,1.04
136,Entry long,2024-10-24 23:02,Long,2734.92,3.69,10091.8548,5.09,0.05,5.11,0.05,-0.06,0.00,103.95,1.04
137,Exit long,2024-10-24 23:10,Exit,2735.86,3.69,10093.995,1.29,0.01,1.96,0.02,-2.4,-0.02,105.24,1.05
137,Entry long,2024-10-24 23:07,Long,2735.5,3.69,10093.995,1.29,0.01,1.96,0.02,-2.4,-0.02,105.24,1.05
138,Exit long,2024-10-24 23:12,Exit,2736.175,3.69,10094.30865,2.14,0.02,2.62,0.03,-0.13,0.00,107.38,1.07
138,Entry long,2024-10-24 23:11,Long,2735.585,3.69,10094.30865,2.14,0.02,2.62,0.03,-0.13,0.00,107.38,1.07
139,Exit long,2024-10-24 23:26,Exit,2735.285,3.69,10095.2127,-2.05,-0.02,0,0.00,-4.08,-0.04,105.34,1.05
139,Entry long,2024-10-24 23:17,Long,2735.83,3.69,10095.2127,-2.05,-0.02,0,0.00,-4.08,-0.04,105.34,1.05
140,Exit long,2024-10-24 23:29,Exit,2735.18,3.69,10091.9655,0.81,0.01,0.85,0.01,-1.77,-0.02,106.15,1.06
140,Entry long,2024-10-24 23:27,Long,2734.95,3.69,10091.9655,0.81,0.01,0.85,0.01,-1.77,-0.02,106.15,1.06
141,Exit long,2024-10-24 23:33,Exit,2735.755,3.69,10091.39355,3.51,0.03,3.65,0.04,-0.04,0.00,109.65,1.10
141,Entry long,2024-10-24 23:31,Long,2734.795,3.69,10091.39355,3.51,0.03,3.65,0.04,-0.04,0.00,109.65,1.10
142,Exit long,2024-10-24 23:45,Exit,2736.615,3.69,10097.3529,0.72,0.01,0.79,0.01,-0.37,0.00,110.37,1.10
142,Entry long,2024-10-24 23:44,Long,2736.41,3.69,10097.3529,0.72,0.01,0.79,0.01,-0.37,0.00,110.37,1.10
143,Exit long,2024-10-24 23:50,Exit,2736.915,3.69,10098.2754,0.9,0.01,1.09,0.01,-0.7,-0.01,111.28,1.11
143,Entry long,2024-10-24 23:49,Long,2736.66,3.69,10098.2754,0.9,0.01,1.09,0.01,-0.7,-0.01,111.28,1.11
144,Exit long,2024-10-25 00:09,Exit,2736.42,3.69,10097.74035,-0.39,0.00,0.9,0.01,-5.06,-0.05,110.89,1.11
144,Entry long,2024-10-25 00:01,Long,2736.515,3.69,10097.74035,-0.39,0.00,0.9,0.01,-5.06,-0.05,110.89,1.11
145,Exit long,2024-10-25 00:13,Exit,2736.16,3.69,10095.85845,0.54,0.01,0.65,0.01,-1.35,-0.01,111.42,1.11
145,Entry long,2024-10-25 00:10,Long,2736.005,3.69,10095.85845,0.54,0.01,0.65,0.01,-1.35,-0.01,111.42,1.11
146,Exit long,2024-10-25 00:20,Exit,2736.125,3.69,10095.3234,0.94,0.01,1.14,0.01,-2.14,-0.02,112.37,1.12
146,Entry long,2024-10-25 00:14,Long,2735.86,3.69,10095.3234,0.94,0.01,1.14,0.01,-2.14,-0.02,112.37,1.12
147,Exit long,2024-10-25 00:39,Exit,2735.52,3.69,10095.1389,-1.11,-0.01,1.61,0.02,-4.78,-0.05,111.26,1.11
147,Entry long,2024-10-25 00:26,Long,2735.81,3.69,10095.1389,-1.11,-0.01,1.61,0.02,-4.78,-0.05,111.26,1.11
148,Exit long,2024-10-25 00:42,Exit,2735.215,3.69,10092.2607,0.65,0.01,1.46,0.01,-0.02,0.00,111.9,1.12
148,Entry long,2024-10-25 00:41,Long,2735.03,3.69,10092.2607,0.65,0.01,1.46,0.01,-0.02,0.00,111.9,1.12
149,Exit long,2024-10-25 00:55,Exit,2734.305,3.69,10090.80315,-1.25,-0.01,2.01,0.02,-4.13,-0.04,110.65,1.11
149,Entry long,2024-10-25 00:44,Long,2734.635,3.69,10090.80315,-1.25,-0.01,2.01,0.02,-4.13,-0.04,110.65,1.11
150,Exit long,2024-10-25 01:06,Exit,2734.98,3.69,10091.17215,0.87,0.01,1.44,0.01,-0.02,0.00,111.52,1.12
150,Entry long,2024-10-25 01:05,Long,2734.735,3.69,10091.17215,0.87,0.01,1.44,0.01,-0.02,0.00,111.52,1.12
151,Exit long,2024-10-25 01:29,Exit,2736.38,3.69,10094.19795,3.01,0.03,3.19,0.03,-0.02,0.00,114.52,1.15
151,Entry long,2024-10-25 01:24,Long,2735.555,3.69,10094.19795,3.01,0.03,3.19,0.03,-0.02,0.00,114.52,1.15
152,Exit long,2024-10-25 01:54,Exit,2735.835,3.69,10097.48205,-2.29,-0.02,0.17,0.00,-3.23,-0.03,112.24,1.12
152,Entry long,2024-10-25 01:38,Long,2736.445,3.69,10097.48205,-2.29,-0.02,0.17,0.00,-3.23,-0.03,112.24,1.12
153,Exit long,2024-10-25 01:58,Exit,2735.91,3.69,10094.9913,0.48,0.00,0.5,0.00,-0.02,0.00,112.72,1.13
153,Entry long,2024-10-25 01:57,Long,2735.77,3.69,10094.9913,0.48,0.00,0.5,0.00,-0.02,0.00,112.72,1.13
154,Exit long,2024-10-25 02:02,Exit,2736.08,3.69,10095.12045,0.98,0.01,1.03,0.01,-0.52,-0.01,113.69,1.14
154,Entry long,2024-10-25 02:01,Long,2735.805,3.69,10095.12045,0.98,0.01,1.03,0.01,-0.52,-0.01,113.69,1.14
155,Exit long,2024-10-25 02:07,Exit,2736.185,3.69,10095.04665,1.44,0.01,1.73,0.02,-0.04,0.00,115.13,1.15
155,Entry long,2024-10-25 02:05,Long,2735.785,3.69,10095.04665,1.44,0.01,1.73,0.02,-0.04,0.00,115.13,1.15
156,Exit long,2024-10-25 02:16,Exit,2736.15,3.69,10095.82155,0.54,0.01,0.61,0.01,-0.44,0.00,115.67,1.16
156,Entry long,2024-10-25 02:12,Long,2735.995,3.69,10095.82155,0.54,0.01,0.61,0.01,-0.44,0.00,115.67,1.16
157,Exit long,2024-10-25 02:21,Exit,2736.12,3.69,10095.7662,0.48,0.00,1.11,0.01,-1.22,-0.01,116.15,1.16
157,Entry long,2024-10-25 02:18,Long,2735.98,3.69,10095.7662,0.48,0.00,1.11,0.01,-1.22,-0.01,116.15,1.16
158,Exit long,2024-10-25 03:34,Exit,2735.95,3.69,10095.48945,0.13,0.00,0.89,0.01,-0.26,0.00,116.28,1.16
158,Entry long,2024-10-25 02:25,Long,2735.905,3.69,10095.48945,0.13,0.00,0.89,0.01,-0.26,0.00,116.28,1.16
159,Exit long,2024-10-25 03:47,Exit,2735.09,3.69,10095.9138,-3.47,-0.03,0,0.00,-4.35,-0.04,112.81,1.13
159,Entry long,2024-10-25 03:35,Long,2736.02,3.69,10095.9138,-3.47,-0.03,0,0.00,-4.35,-0.04,112.81,1.13
160,Exit long,2024-10-25 11:00,Exit,2727.715,3.7,10094.0995,-1.59,-0.02,0.5,0.00,-4.85,-0.05,111.22,1.11
160,Entry long,2024-10-25 10:52,Long,2728.135,3.7,10094.0995,-1.59,-0.02,0.5,0.00,-4.85,-0.05,111.22,1.11
161,Exit long,2024-10-25 11:15,Exit,2728.575,3.7,10095.5425,0.15,0.00,1.39,0.01,-5.01,-0.05,111.37,1.11
161,Entry long,2024-10-25 11:08,Long,2728.525,3.7,10095.5425,0.15,0.00,1.39,0.01,-5.01,-0.05,111.37,1.11
162,Exit long,2024-10-25 11:18,Exit,2728.14,3.7,10093.23,0.85,0.01,1,0.01,-0.35,0.00,112.22,1.12
162,Entry long,2024-10-25 11:17,Long,2727.9,3.7,10093.23,0.85,0.01,1,0.01,-0.35,0.00,112.22,1.12
163,Exit long,2024-10-25 11:21,Exit,2728.295,3.7,10093.526,1.13,0.01,1.26,0.01,-0.13,0.00,113.34,1.13
163,Entry long,2024-10-25 11:20,Long,2727.98,3.7,10093.526,1.13,0.01,1.26,0.01,-0.13,0.00,113.34,1.13
164,Exit long,2024-10-25 11:25,Exit,2728.5,3.7,10094.525,0.89,0.01,1.3,0.01,-0.31,0.00,114.23,1.14
164,Entry long,2024-10-25 11:24,Long,2728.25,3.7,10094.525,0.89,0.01,1.3,0.01,-0.31,0.00,114.23,1.14
165,Exit long,2024-10-25 11:27,Exit,2728.56,3.7,10093.896,1.74,0.02,1.79,0.02,-0.52,-0.01,115.97,1.16
165,Entry long,2024-10-25 11:26,Long,2728.08,3.7,10093.896,1.74,0.02,1.79,0.02,-0.52,-0.01,115.97,1.16
166,Exit long,2024-10-25 11:30,Exit,2728.635,3.7,10094.895,1.02,0.01,1.85,0.02,-0.06,0.00,116.99,1.17
166,Entry long,2024-10-25 11:29,Long,2728.35,3.7,10094.895,1.02,0.01,1.85,0.02,-0.06,0.00,116.99,1.17
167,Exit long,2024-10-25 11:36,Exit,2728.42,3.7,10094.2105,0.91,0.01,1.39,0.01,-2.29,-0.02,117.9,1.18
167,Entry long,2024-10-25 11:32,Long,2728.165,3.7,10094.2105,0.91,0.01,1.39,0.01,-2.29,-0.02,117.9,1.18
168,Exit long,2024-10-25 11:47,Exit,2726.925,3.7,10092.2495,-2.66,-0.03,1.02,0.01,-8.29,-0.08,115.23,1.15
168,Entry long,2024-10-25 11:37,Long,2727.635,3.7,10092.2495,-2.66,-0.03,1.02,0.01,-8.29,-0.08,115.23,1.15
169,Exit long,2024-10-25 12:46,Exit,2729.67,3.7,10106.4945,-6.75,-0.07,1.22,0.01,-10.19,-0.10,108.48,1.08
169,Entry long,2024-10-25 12:31,Long,2731.485,3.7,10106.4945,-6.75,-0.07,1.22,0.01,-10.19,-0.10,108.48,1.08
170,Exit long,2024-10-25 12:52,Exit,2730.12,3.7,10099.668,1.74,0.02,1.91,0.02,-1.96,-0.02,110.22,1.10
170,Entry long,2024-10-25 12:49,Long,2729.64,3.7,10099.668,1.74,0.02,1.91,0.02,-1.96,-0.02,110.22,1.10
171,Exit long,2024-10-25 12:59,Exit,2729.6,3.7,10099.372,0.11,0.00,1.17,0.01,-2.44,-0.02,110.33,1.10
171,Entry long,2024-10-25 12:54,Long,2729.56,3.7,10099.372,0.11,0.00,1.17,0.01,-2.44,-0.02,110.33,1.10
172,Exit long,2024-10-25 13:08,Exit,2728.7,3.7,10099.261,-3.11,-0.03,0.22,0.00,-7.49,-0.07,107.22,1.07
172,Entry long,2024-10-25 13:00,Long,2729.53,3.7,10099.261,-3.11,-0.03,0.22,0.00,-7.49,-0.07,107.22,1.07
173,Exit long,2024-10-25 16:33,Exit,2722.05,3.71,10097.04325,1.73,0.02,2.71,0.03,-1,-0.01,108.95,1.09
173,Entry long,2024-10-25 16:31,Long,2721.575,3.71,10097.04325,1.73,0.02,2.71,0.03,-1,-0.01,108.95,1.09
174,Exit long,2024-10-25 16:37,Exit,2722.3,3.71,10098.1006,1.6,0.02,2.36,0.02,-1.5,-0.01,110.54,1.11
174,Entry long,2024-10-25 16:34,Long,2721.86,3.71,10098.1006,1.6,0.02,2.36,0.02,-1.5,-0.01,110.54,1.11
175,Exit long,2024-10-25 16:53,Exit,2723.39,3.71,10101.4396,2.3,0.02,3.6,0.04,-0.13,0.00,112.84,1.13
175,Entry long,2024-10-25 16:51,Long,2722.76,3.71,10101.4396,2.3,0.02,3.6,0.04,-0.13,0.00,112.84,1.13
176,Exit long,2024-10-25 16:55,Exit,2723.54,3.71,10101.97755,2.32,0.02,3.56,0.04,-0.02,0.00,115.16,1.15
176,Entry long,2024-10-25 16:54,Long,2722.905,3.71,10101.97755,2.32,0.02,3.56,0.04,-0.02,0.00,115.16,1.15
177,Exit long,2024-10-25 17:32,Exit,2725.335,3.7,10092.86,-9.16,-0.09,3.74,0.04,-16.45,-0.16,106,1.06
177,Entry long,2024-10-25 17:16,Long,2727.8,3.7,10092.86,-9.16,-0.09,3.74,0.04,-16.45,-0.16,106,1.06
178,Exit long,2024-10-25 17:39,Exit,2725.66,3.7,10083.7025,1.2,0.01,1.3,0.01,-0.46,0.00,107.21,1.07
178,Entry long,2024-10-25 17:38,Long,2725.325,3.7,10083.7025,1.2,0.01,1.3,0.01,-0.46,0.00,107.21,1.07
179,Exit long,2024-10-25 17:48,Exit,2725.605,3.7,10084.054,0.65,0.01,1.22,0.01,-4.33,-0.04,107.85,1.08
179,Entry long,2024-10-25 17:43,Long,2725.42,3.7,10084.054,0.65,0.01,1.22,0.01,-4.33,-0.04,107.85,1.08
180,Exit long,2024-10-25 17:55,Exit,2726,3.7,10082.537,3.63,0.04,3.64,0.04,-0.17,0.00,111.48,1.11
180,Entry long,2024-10-25 17:53,Long,2725.01,3.7,10082.537,3.63,0.04,3.64,0.04,-0.17,0.00,111.48,1.11
181,Exit long,2024-10-25 17:59,Exit,2726.195,3.7,10085.164,1.72,0.02,1.74,0.02,-2.13,-0.02,113.2,1.13
181,Entry long,2024-10-25 17:56,Long,2725.72,3.7,10085.164,1.72,0.02,1.74,0.02,-2.13,-0.02,113.2,1.13
182,Exit long,2024-10-25 18:53,Exit,2727.465,3.7,10106.772,-15.19,-0.15,2.4,0.02,-23.11,-0.23,98.01,0.98
182,Entry long,2024-10-25 18:29,Long,2731.56,3.7,10106.772,-15.19,-0.15,2.4,0.02,-23.11,-0.23,98.01,0.98
183,Exit long,2024-10-25 19:09,Exit,2728.665,3.7,10093.5445,2.48,0.02,3.07,0.03,-5.18,-0.05,100.49,1.00
183,Entry long,2024-10-25 19:04,Long,2727.985,3.7,10093.5445,2.48,0.02,3.07,0.03,-5.18,-0.05,100.49,1.00
184,Exit long,2024-10-25 19:20,Exit,2730.27,3.7,10091.9905,9.97,0.10,10.34,0.10,-1.24,-0.01,110.46,1.10
184,Entry long,2024-10-25 19:16,Long,2727.565,3.7,10091.9905,9.97,0.10,10.34,0.10,-1.24,-0.01,110.46,1.10
185,Exit long,2024-10-25 19:29,Exit,2727.735,3.7,10097.4295,-4.85,-0.05,0.76,0.01,-12.04,-0.12,105.61,1.06
185,Entry long,2024-10-25 19:21,Long,2729.035,3.7,10097.4295,-4.85,-0.05,0.76,0.01,-12.04,-0.12,105.61,1.06
186,Exit long,2024-10-25 19:50,Exit,2737.5,3.69,10095.1758,6.16,0.06,8.39,0.08,-3.3,-0.03,111.78,1.12
186,Entry long,2024-10-25 19:48,Long,2735.82,3.69,10095.1758,6.16,0.06,8.39,0.08,-3.3,-0.03,111.78,1.12
187,Exit long,2024-10-25 19:57,Exit,2736.44,3.69,10098.1647,-0.74,-0.01,3.34,0.03,-4.72,-0.05,111.04,1.11
187,Entry long,2024-10-25 19:52,Long,2736.63,3.69,10098.1647,-0.74,-0.01,3.34,0.03,-4.72,-0.05,111.04,1.11
188,Exit long,2024-10-25 20:04,Exit,2736.565,3.69,10091.0061,6.88,0.07,7.38,0.07,-0.04,0.00,117.92,1.18
188,Entry long,2024-10-25 19:58,Long,2734.69,3.69,10091.0061,6.88,0.07,7.38,0.07,-0.04,0.00,117.92,1.18
189,Exit long,2024-10-25 20:11,Exit,2737.11,3.69,10094.6223,5.28,0.05,6.07,0.06,-0.39,0.00,123.2,1.23
189,Entry long,2024-10-25 20:09,Long,2735.67,3.69,10094.6223,5.28,0.05,6.07,0.06,-0.39,0.00,123.2,1.23
190,Exit long,2024-10-25 20:36,Exit,2738.84,3.69,10106.59635,-0.31,0.00,3.69,0.04,-8.54,-0.08,122.88,1.23
190,Entry long,2024-10-25 20:23,Long,2738.915,3.69,10106.59635,-0.31,0.00,3.69,0.04,-8.54,-0.08,122.88,1.23
191,Exit long,2024-10-25 20:51,Exit,2740.27,3.69,10110.47085,1.09,0.01,1.55,0.02,-3.84,-0.04,123.97,1.24
191,Entry long,2024-10-25 20:47,Long,2739.965,3.69,10110.47085,1.09,0.01,1.55,0.02,-3.84,-0.04,123.97,1.24
192,Exit long,2024-10-25 21:14,Exit,2738,3.69,10109.65905,-6.48,-0.06,1.24,0.01,-11.81,-0.12,117.5,1.17
192,Entry long,2024-10-25 21:02,Long,2739.745,3.69,10109.65905,-6.48,-0.06,1.24,0.01,-11.81,-0.12,117.5,1.17
193,Exit long,2024-10-25 21:24,Exit,2738.58,3.69,10104.05025,1.27,0.01,2.14,0.02,-0.04,0.00,118.77,1.19
193,Entry long,2024-10-25 21:23,Long,2738.225,3.69,10104.05025,1.27,0.01,2.14,0.02,-0.04,0.00,118.77,1.19
194,Exit long,2024-10-25 21:33,Exit,2737.815,3.69,10101.7809,0.72,0.01,2.05,0.02,-3.15,-0.03,119.49,1.19
194,Entry long,2024-10-25 21:25,Long,2737.61,3.69,10101.7809,0.72,0.01,2.05,0.02,-3.15,-0.03,119.49,1.19
195,Exit long,2024-10-25 21:45,Exit,2736.275,3.69,10100.5632,-3.75,-0.04,0.18,0.00,-8.1,-0.08,115.74,1.16
195,Entry long,2024-10-25 21:36,Long,2737.28,3.69,10100.5632,-3.75,-0.04,0.18,0.00,-8.1,-0.08,115.74,1.16
196,Exit long,2024-10-25 21:53,Exit,2735.24,3.69,10093.6629,-0.66,-0.01,1.37,0.01,-5,-0.05,115.08,1.15
